Sort Index,Vocab-Japan,Vocab-Furigana,Vocab-English,audio file,Sent-Japan,Sent-Furigana,Sent-English,Vocab-Pitch,Vocab-POS,Note-Question side,Note-Answer side,Chapter,Section,Gener Sent
JLPT_Tango_N4_0735,ようす,ようす,"appearance, situation, condition",[sound:JLPT_Tango_N4_0735.mp3],暗くて、外のようすがよくわかりません。,暗[くら]くて、 外[そと]のようすがよくわかりません。,It is so dark I can't see the conditions outside.,,,,,Ch 06 - 健康とようす,Sect 04 - ようす①,X
JLPT_Tango_N4_0736,形,形[かたち],shape,[sound:JLPT_Tango_N4_0736.mp3],このクッキーは星の形です。,このクッキーは 星[ほし]の 形[かたち]です。,This cookie is in the shape of a star.,,,,,Ch 06 - 健康とようす,Sect 04 - ようす①,X
JLPT_Tango_N4_0737,倍,倍[ばい],"~ times, double, twice as ~",[sound:JLPT_Tango_N4_0737.mp3],これはあのケーキの２倍のねだんです。,これはあのケーキの２ 倍[ばい]のねだんです。,This is twice the cost of that cake.,,,,,Ch 06 - 健康とようす,Sect 04 - ようす①,X
JLPT_Tango_N4_0738,以上,以上[いじょう],~ or more,[sound:JLPT_Tango_N4_0738.mp3],夏は３０度以上の日が何日もあります。,夏[なつ]は ３０[さんじゅう] 度[ど] 以上[いじょう]の 日[ひ]が 何[なん] 日[にち]もあります。,There were several days in the summer that were 30 degrees Celsius or more.,,,,"「以上です」 is used at the end of speeches to mean ""I have finished talking.""",Ch 06 - 健康とようす,Sect 04 - ようす①,X
JLPT_Tango_N4_0739,以下,以下[いか],~ or less,[sound:JLPT_Tango_N4_0739.mp3],漢字のテストはいつも５０点以下です。,漢字[かんじ]のテストはいつも ５０[ごじゅっ] 点[てん] 以下[いか]です。,I always get 50 points or less in kanji tests.,,,,,Ch 06 - 健康とようす,Sect 04 - ようす①,X
JLPT_Tango_N4_0740,以内,以内[いない],"within, under",[sound:JLPT_Tango_N4_0740.mp3],２万円以内の時計を買いたいです。,２ 万[まん] 円[えん] 以内[いない]の 時計[とけい]を 買[か]いたいです。,"I want to buy a watch for under 20,000 yen.",,,,,Ch 06 - 健康とようす,Sect 04 - ようす①,X
JLPT_Tango_N4_0741,以外,以外[いがい],"outside of, except for",[sound:JLPT_Tango_N4_0741.mp3],来週の旅行は兄以外みんな行けます。,来週[らいしゅう]の 旅行[りょこう]は 兄[あに] 以外[いがい]みんな 行[い]けます。,Everyone is going on the trip next week except for my older brother.,,,,,Ch 06 - 健康とようす,Sect 04 - ようす①,X
JLPT_Tango_N4_0742,両方,両方[りょうほう],both,[sound:JLPT_Tango_N4_0742.mp3],この赤と青のシャツを両方買いました。,この 赤[あか]と 青[あお]のシャツを 両方[りょうほう] 買[か]いました。,I bought both this red shirt and this blue shirt.,,,,,Ch 06 - 健康とようす,Sect 04 - ようす①,X
JLPT_Tango_N4_0742-005,片方,片方[かたほう],"one side, other side",[sound:JLPT_Tango_N4_0742-005.mp3],,,,,,,Opposite meaning of 両方,Ch 06 - 健康とようす,Sect 04 - ようす①,
JLPT_Tango_N4_0742-006,どちらも,どちらも,"both, either one",[sound:JLPT_Tango_N4_0742-006.mp3],,,,,,,Related meaning to 両方,Ch 06 - 健康とようす,Sect 04 - ようす①,
JLPT_Tango_N4_0743-001,ひま＜な＞,ひま＜な＞,"leisure, free time/free, available",[sound:JLPT_Tango_N4_0743-001.mp3],①　いそがしくて、遊ぶひまがありません。,①　いそがしくて、 遊[あそ]ぶひまがありません。,"①　I'm so busy, I don't have any free time to play.",,,,,Ch 06 - 健康とようす,Sect 04 - ようす①,X
JLPT_Tango_N4_0743-002,ひま＜な＞,ひま＜な＞,"leisure, free time/free, available",[sound:JLPT_Tango_N4_0743-002.mp3],②　ひまなときは本を読んでいます。,②　ひまなときは 本[ほん]を 読[よ]んでいます。,"②　In my free time, I read books.",,,,,Ch 06 - 健康とようす,Sect 04 - ようす①,X
JLPT_Tango_N4_0744-001,ふつう＜な＞,ふつう＜な＞,"normality, regular/normal, regular, average",[sound:JLPT_Tango_N4_0744-001.mp3],①　ふつうの毎日が楽しいです。,①　ふつうの 毎日[まいにち]が 楽[たの]しいです。,① I enjoy every normal day.,,,,,Ch 06 - 健康とようす,Sect 04 - ようす①,X
JLPT_Tango_N4_0744-002,ふつう＜な＞,ふつう＜な＞,"normality, regular/normal, regular, average",[sound:JLPT_Tango_N4_0744-002.mp3],②　あの店は料理もサービスもふつうです。,②　あの 店[みせ]は 料理[りょうり]もサービスもふつうです。,② The food and the service at that restaurant is average.,,,,,Ch 06 - 健康とようす,Sect 04 - ようす①,X
JLPT_Tango_N4_0745-001,自由＜な＞,自由[じゆう]＜な＞,freedom/free,[sound:JLPT_Tango_N4_0745-001.mp3],①　おとなになったら、自由がほしいです。,①　おとなになったら、 自由[じゆう]がほしいです。,"① When I become an adult, I want freedom.",,,,,Ch 06 - 健康とようす,Sect 04 - ようす①,X
JLPT_Tango_N4_0745-002,自由＜な＞,自由[じゆう]＜な＞,freedom/free,[sound:JLPT_Tango_N4_0745-002.mp3],②　日本の生活はとても自由です。,②　 日本[にほん]の 生活[せいかつ]はとても 自由[じゆう]です。,② Life in Japan is very free.,,,,,Ch 06 - 健康とようす,Sect 04 - ようす①,X
JLPT_Tango_N4_0746,ていねいな,ていねいな,"polite, courteous",[sound:JLPT_Tango_N4_0746.mp3],先生からていねいなメールをいただきました。,先生[せんせい]からていねいなメールをいただきました。,I got a courteous letter from my teacher.,,,,,Ch 06 - 健康とようす,Sect 04 - ようす①,X
JLPT_Tango_N4_0747,大きな,大[おお]きな,"big, large",[sound:JLPT_Tango_N4_0747.mp3],家の前に大きな木があります。,家[いえ]の 前[まえ]に 大[おお]きな 木[き]があります。,There is a large tree in front of the house.,,,,Special na-adjective-like forms of i-adjectives,Ch 06 - 健康とようす,Sect 04 - ようす①,X
JLPT_Tango_N4_0747-005,大きい,大[おお]きい,"big, large",[sound:JLPT_Tango_N4_0747-005.mp3],,,,,,,Same meaning as 大きな,Ch 06 - 健康とようす,Sect 04 - ようす①,
JLPT_Tango_N4_0748,小さな,小[ちい]さな,"small, little",[sound:JLPT_Tango_N4_0748.mp3],庭に小さな花が咲いています。,庭[にわ]に 小[ちい]さな 花[はな]が 咲[さ]いています。,The small flowers in the garden are in bloom.,,,,Special na-adjective-like forms of i-adjectives,Ch 06 - 健康とようす,Sect 04 - ようす①,X
JLPT_Tango_N4_0748-005,小さい,小[ちい]さい,"small, little",[sound:JLPT_Tango_N4_0748-005.mp3],,,,,,,Same meaning as 小さな,Ch 06 - 健康とようす,Sect 04 - ようす①,
JLPT_Tango_N4_0749,へんな,へんな,strange,[sound:JLPT_Tango_N4_0749.mp3],妹はへんなファッションが好きです。,妹[いもうと]はへんなファッションが 好[す]きです。,My younger sister likes strange fashion.,,,,,Ch 06 - 健康とようす,Sect 04 - ようす①,X
JLPT_Tango_N4_0750,じゅうぶんな,じゅうぶんな,"sufficient, satisfactory",[sound:JLPT_Tango_N4_0750.mp3],これができたら、N４の勉強はじゅうぶんです。,これができたら、  N４[エヌよん]の 勉強[べんきょう]はじゅうぶんです。,"If I can do this, my studying for the N4 will be sufficient.",,,,,Ch 06 - 健康とようす,Sect 04 - ようす①,X
JLPT_Tango_N4_0750-005,足りない,足[た]りない,"insufficent, not satisfactory",[sound:JLPT_Tango_N4_0750-005.mp3],,,,,,,Opposite meaning of じゅうぶんな,Ch 06 - 健康とようす,Sect 04 - ようす①,
JLPT_Tango_N4_0751,美しい,美[うつく]しい,beautiful,[sound:JLPT_Tango_N4_0751.mp3],こんなに美しい景色を見たことがありません。,こんなに 美[うつく]しい 景色[けしき]を 見[み]たことがありません。,I've never seen such beautiful scenery.,,,,,Ch 06 - 健康とようす,Sect 05 - ようす②,X
JLPT_Tango_N4_0752,きたない,きたない,"dirty, messy",[sound:JLPT_Tango_N4_0752.mp3],兄の部屋はとてもきたないです。,兄[あに]の 部屋[へや]はとてもきたないです。,My older brother's room is really messy.,,,,,Ch 06 - 健康とようす,Sect 05 - ようす②,X
JLPT_Tango_N4_0752-005,きれいな,きれいな,"clean, neat",[sound:JLPT_Tango_N4_0752-005.mp3],,,,,,,Opposite meaning of きたない,Ch 06 - 健康とようす,Sect 05 - ようす②,
JLPT_Tango_N4_0753,うまい,うまい,skillful,[sound:JLPT_Tango_N4_0753.mp3],彼はサッカーも野球もとてもうまいです。,彼[かれ]はサッカーも 野球[やきゅう]もとてもうまいです。,He's good at soccer and baseball.,,,,"うまい is also used to mean ""(this food is) delicious""",Ch 06 - 健康とようす,Sect 05 - ようす②,X
JLPT_Tango_N4_0753-005,上手な,上手[じょうず]な,skillful,[sound:JLPT_Tango_N4_0753-005.mp3],,,,,,,"Same meaning as うまい, except  うまい is also used to mean ""(this food is) delicious"".",Ch 06 - 健康とようす,Sect 05 - ようす②,
JLPT_Tango_N4_0754,やわらかい,やわらかい,"soft, flexible",[sound:JLPT_Tango_N4_0754.mp3],新しいソファーはとてもやわらかいです。,新[あたら]しいソファーはとてもやわらかいです。,The new sofa is really soft.,,,,,Ch 06 - 健康とようす,Sect 05 - ようす②,X
JLPT_Tango_N4_0755,かたい,かたい,"hard, stiff",[sound:JLPT_Tango_N4_0755.mp3],このパンはかたいですが、おいしいです。,このパンはかたいですが、おいしいです。,"This bread is hard, but delicious.",,,,,Ch 06 - 健康とようす,Sect 05 - ようす②,X
JLPT_Tango_N4_0756,くわしい,くわしい,"detailed, well-informed",[sound:JLPT_Tango_N4_0756.mp3],この辞書の説明はくわしいです。,この 辞書[じしょ]の 説明[せつめい]はくわしいです。,The explanations in this dictionary are detailed.,,,,,Ch 06 - 健康とようす,Sect 05 - ようす②,X
JLPT_Tango_N4_0757,細かい,細[こま]かい,"fine, minute",[sound:JLPT_Tango_N4_0757.mp3],玉ねぎを細かく切ってください。,玉[たま]ねぎを 細[こま]かく 切[き]ってください。,Please cut the onions finely.,,,,,Ch 06 - 健康とようす,Sect 05 - ようす②,X
JLPT_Tango_N4_0758,怖い,怖[こわ]い,"scary, fearful",[sound:JLPT_Tango_N4_0758.mp3],この道は夜になると、暗くて怖いです。,この 道[みち]は 夜[よる]になると、 暗[くら]くて 怖[こわ]いです。,This road gets dark and scary at night.,,,,,Ch 06 - 健康とようす,Sect 05 - ようす②,X
JLPT_Tango_N4_0759,すごい,すごい,"amazing, dreadful",[sound:JLPT_Tango_N4_0759.mp3],きのうの夜はすごい雨でした。,きのうの 夜[よる]はすごい 雨[あめ]でした。,The rain last night was dreadful.,,,,,Ch 06 - 健康とようす,Sect 05 - ようす②,X
JLPT_Tango_N4_0760,すばらしい,すばらしい,magnificent,[sound:JLPT_Tango_N4_0760.mp3],留学ですばらしい経験ができました。,留学[りゅうがく]ですばらしい 経験[けいけん]ができました。,I was able to have some amazing experiences on my exchange.,,,,,Ch 06 - 健康とようす,Sect 05 - ようす②,X
JLPT_Tango_N4_0761,正しい,正[ただ]しい,correct,[sound:JLPT_Tango_N4_0761.mp3],この答えが正しいかどうかわかりません。,この 答[こた]えが 正[ただ]しいかどうかわかりません。,I don't know if this answer is correct or not.,,,,,Ch 06 - 健康とようす,Sect 05 - ようす②,X
JLPT_Tango_N4_0762,ひどい,ひどい,terrible,[sound:JLPT_Tango_N4_0762.mp3],きのうのテストはひどい点でした。,きのうのテストはひどい 点[てん]でした。,I got a terrible score on yesterday's test.,,,,,Ch 06 - 健康とようす,Sect 05 - ようす②,X
JLPT_Tango_N4_0763,太い,太[ふと]い,"fat, thick",[sound:JLPT_Tango_N4_0763.mp3],この大根はとても太いです。,この 大根[だいこん]はとても 太[ふと]いです。,This Japanese radish is really thick.,,,,,Ch 06 - 健康とようす,Sect 05 - ようす②,X
JLPT_Tango_N4_0764,細い,細[ほそ]い,"thin, slender",[sound:JLPT_Tango_N4_0764.mp3],彼女は足がとても細いです。,彼女[かのじょ]は 足[あし]がとても 細[ほそ]いです。,Her legs are really slender.,,,,,Ch 06 - 健康とようす,Sect 05 - ようす②,X
JLPT_Tango_N4_0765,厚い,厚[あつ]い,thick,[sound:JLPT_Tango_N4_0765.mp3],寒いので、厚いコートがほしいです。,寒[さむ]いので、 厚[あつ]いコートがほしいです。,"It's cold, so I want a thick coat.",,,,,Ch 06 - 健康とようす,Sect 05 - ようす②,X
JLPT_Tango_N4_0765-005,うすい（本）,うすい（ 本[ほん]）,thin,[sound:JLPT_Tango_N4_0765-005.mp3],,,,,,,Opposite meaning of 厚い,Ch 06 - 健康とようす,Sect 05 - ようす②,
JLPT_Tango_N4_0766,あさい,あさい,shallow,[sound:JLPT_Tango_N4_0766.mp3],この川はあさいので、こどもも遊べます。,この 川[かわ]はあさいので、こどもも 遊[あそ]べます。,"This river is shallow, so children can play in it.",,,,,Ch 06 - 健康とようす,Sect 05 - ようす②,X
JLPT_Tango_N4_0767,ふかい,ふかい,deep,[sound:JLPT_Tango_N4_0767.mp3],このプールの真ん中はとてもふかいです。,このプールの 真ん中[まんなか]はとてもふかいです。,The middle of this pool is very deep.,,,,,Ch 06 - 健康とようす,Sect 05 - ようす②,X
JLPT_Tango_N4_0768,眠い,眠[ねむ]い,sleepy,[sound:JLPT_Tango_N4_0768.mp3],おなかがいっぱいで、ちょっと眠いです。,おなかがいっぱいで、ちょっと 眠[ねむ]いです。,"My stomach is full, so I'm a little sleepy.",,,,,Ch 06 - 健康とようす,Sect 05 - ようす②,X
JLPT_Tango_N4_0769,めずらしい,めずらしい,"rare, uncommon",[sound:JLPT_Tango_N4_0769.mp3],こんなに大きなダイヤはめずらしいです。,こんなに 大[おお]きなダイヤはめずらしいです。,A diamond this big is rare.,,,,,Ch 06 - 健康とようす,Sect 05 - ようす②,X
JLPT_Tango_N4_0770,ふえる,ふえる,to increase,[sound:JLPT_Tango_N4_0770.mp3],この店は外国のお客さんがとてもふえています。,この 店[みせ]は 外国[がいこく]のお 客[きゃく]さんがとてもふえています。,The foreign customers in this restaurant are increasing.,,,,,Ch 06 - 健康とようす,Sect 05 - ようす②,X
JLPT_Tango_N4_0771,ふやす,ふやす,to increase (something),[sound:JLPT_Tango_N4_0771.mp3],アルバイトをして、貯金をふやしたいです。,アルバイトをして、 貯金[ちょきん]をふやしたいです。,I want to get a part-time job and increase my savings.,,,,,Ch 06 - 健康とようす,Sect 05 - ようす②,X
JLPT_Tango_N4_0772,へる,へる,to decrease,[sound:JLPT_Tango_N4_0772.mp3],日本では人口がへっています。,日本[にほん]では 人口[じんこう]がへっています。,"In Japan, the population is decreasing.",,,,,Ch 06 - 健康とようす,Sect 05 - ようす②,X
JLPT_Tango_N4_0773,へらす,へらす,to decrease (something),[sound:JLPT_Tango_N4_0773.mp3],運動をして、体重をへらしました。,運動[うんどう]をして、 体重[たいじゅう]をへらしました。,I exercised and decreased my weight.,,,,,Ch 06 - 健康とようす,Sect 05 - ようす②,X
JLPT_Tango_N4_0774,ちがう,ちがう,"to be different, to be wrong",[sound:JLPT_Tango_N4_0774.mp3],姉と私は大学がちがいます。,姉[あね]と 私[わたし]は 大学[だいがく]がちがいます。,My older sister and I go to different colleges.,,,,,Ch 06 - 健康とようす,Sect 05 - ようす②,X
JLPT_Tango_N4_0774-005,ちがい,ちがい,"difference, mistake",[sound:JLPT_Tango_N4_0774-005.mp3],,,,,,,Related meaning to ちがう,Ch 06 - 健康とようす,Sect 05 - ようす②,
JLPT_Tango_N4_0775,変える,変[か]える,to change,[sound:JLPT_Tango_N4_0775.mp3],春になったら、髪型を変えます。,春[はる]になったら、 髪型[かみがた]を 変[か]えます。,I'm going to change my hairstyle when spring comes.,,,,,Ch 06 - 健康とようす,Sect 05 - ようす②,X
JLPT_Tango_N4_0776,変わる,変[か]わる,to be changed,[sound:JLPT_Tango_N4_0776.mp3],髪を切ったら、気分が変わりました。,髪[かみ]を 切[き]ったら、 気分[きぶん]が 変[か]わりました。,"After getting my hair cut, my mood changed.",,,,,Ch 06 - 健康とようす,Sect 05 - ようす②,X
