Sort,Sort Index,Vocabulary-Japan,Vocab-Furigana,Vocab-English,Audio File,Sent-Japan,Sent-Furigana,Sent-English,Alternate,Vocab-Pitch,Vocab-POS,Note-Question side,Note-Answer side,Chapter,Section,Gener Sent,Reading,Tag,Entry Type
3056,JLPT_Tango_N1_1825-110,LED　発光ダイオード,,Light-Emitting Diode,[sound:JLPT_Tango_N1_1825-110.mp3],,,,,,,,,,,,1825-10,N1単語3000_14-3,Supplement
3057,JLPT_Tango_N1_1825-111,MBA　経営管理学修士,,Master of Business Administration,[sound:JLPT_Tango_N1_1825-111.mp3],,,,,,,,,,,,1825-11,N1単語3000_14-3,Supplement
3058,JLPT_Tango_N1_1825-112,NATO　（ナトー）北大西洋条約機構,,North Atlantic Treaty Organization,[sound:JLPT_Tango_N1_1825-112.mp3],,,,,,,,,,,,1825-12,N1単語3000_14-3,Supplement
3059,JLPT_Tango_N1_1826-001,明るい,,bright,[sound:JLPT_Tango_N1_1826-001.mp3],1. この部屋は日当たりがよく、とても明るい。,,① This room is very bright with the sun shining in.,,,,,,,,X,1826,N1単語3000_14-4,Main
3060,JLPT_Tango_N1_1826-002,明るい,,bright,[sound:JLPT_Tango_N1_1826-002.mp3],2. 彼女は明るい性格で、みんなを楽しませる。,,② She has a bright personality and likes to entertain others.,,,,,,,,X,1826,N1単語3000_14-4,Main
3061,JLPT_Tango_N1_1826-003,明るい,,well-versed,[sound:JLPT_Tango_N1_1826-003.mp3],3. 彼は世界経済にとても明るい。,,③ She is well-versed in the world economy.,,,,,,,,X,1826,N1単語3000_14-4,Main
3062,JLPT_Tango_N1_1826-011,暗い,,dark; gloomy; murky​,[sound:JLPT_Tango_N1_1826-011.mp3],,,,,,,,,,,,1826.1,N1単語3000_14-4,Additional
3063,JLPT_Tango_N1_1827-001,甘い,,sweet,[sound:JLPT_Tango_N1_1827-001.mp3],1. また甘い物を食べすぎてしまった。,,① I ate too much sweets again.,,,,,,,,X,1827,N1単語3000_14-4,Main
3064,JLPT_Tango_N1_1827-002,甘い,,be easy on,[sound:JLPT_Tango_N1_1827-002.mp3],2. 父は妹に甘い。,,② My father is easy on my younger sister.,,,,,,,,X,1827,N1単語3000_14-4,Main
3065,JLPT_Tango_N1_1827-003,甘い,,naïve,[sound:JLPT_Tango_N1_1827-003.mp3],3. 彼は社会人として考えが甘い。,,③ His thinking is naïve for an adult.,,,,,,,,X,1827,N1単語3000_14-4,Main
3066,JLPT_Tango_N1_1827-011,甘く見る,,underestimate,[sound:JLPT_Tango_N1_1827-011.mp3],,,,,,,,,,,,1827.1,N1単語3000_14-4,Additional
3067,JLPT_Tango_N1_1827-012,（考えなどが）青い,,naïve (thinking etc.),[sound:JLPT_Tango_N1_1827-012.mp3],,,,,,,,,,,,1827.2,N1単語3000_14-4,Additional
3068,JLPT_Tango_N1_1828-001,固い,,hard,[sound:JLPT_Tango_N1_1828-001.mp3],1. このパンはずいぶん固い。,,① This bread is very hard.,,,,,,,,X,1828,N1単語3000_14-4,Main
3069,JLPT_Tango_N1_1828-002,固い,,strong,[sound:JLPT_Tango_N1_1828-002.mp3],2. 日本に留学したいという弟の決心は固い。,,② My younger brother’s determination to study in Japan is strong.,,,,,,,,X,1828,N1単語3000_14-4,Main
3070,JLPT_Tango_N1_1828-003,硬い,,formal,[sound:JLPT_Tango_N1_1828-003.mp3],3. この小説は文章が硬い。,,③ The style of this novel is formal.,,,,,,,,X,1828,N1単語3000_14-4,Main
3071,JLPT_Tango_N1_1829-001,まずい,,taste bad,[sound:JLPT_Tango_N1_1829-001.mp3],1. あの店の料理はまずい。,,① Food from that restaurant tastes bad.,,,,,,,,X,1829,N1単語3000_14-4,Main
3072,JLPT_Tango_N1_1829-002,まずい,,bad,[sound:JLPT_Tango_N1_1829-002.mp3],2. 親友とけんかして、まずい状態のままだ。,,"② I fought with my best friend, our relationship remains bad.",,,,,,,,X,1829,N1単語3000_14-4,Main
3073,JLPT_Tango_N1_1829-003,まずい,,oh no,[sound:JLPT_Tango_N1_1829-003.mp3],3. まずい。彼との約束を忘れてた。,,"③ Oh no, I forgot about the promise with him.",,,,,,,,X,1829,N1単語3000_14-4,Main
3074,JLPT_Tango_N1_1830-001,強い,,good at,[sound:JLPT_Tango_N1_1830-001.mp3],1. 英語は強いが、数学は弱い。,,① I’m good at English but bad at math.,,,,,,,,X,1830,N1単語3000_14-4,Main
3075,JLPT_Tango_N1_1830-002,強い,,strong,[sound:JLPT_Tango_N1_1830-002.mp3],2. 外は強い風が吹いている。,,② There is strong wind blowing outside. ,,,,,,,,X,1830,N1単語3000_14-4,Main
3076,JLPT_Tango_N1_1830-003,強い,,resistant to,[sound:JLPT_Tango_N1_1830-003.mp3],3. この建物は地震に強い。,,③ This building is quake-resistant. ,,,,,,,,X,1830,N1単語3000_14-4,Main
3077,JLPT_Tango_N1_1830-011,弱い,,weak,[sound:JLPT_Tango_N1_1830-011.mp3],,,,,,,,,,,,1830.1,N1単語3000_14-4,Additional
3078,JLPT_Tango_N1_1831-001,重い,,heavy ,[sound:JLPT_Tango_N1_1831-001.mp3],1. 重い荷物を運ぶ。,,① I’m carrying heavy luggage.,,,,,,,,X,1831,N1単語3000_14-4,Main
3079,JLPT_Tango_N1_1831-002,重い,,heavy ,[sound:JLPT_Tango_N1_1831-002.mp3],2. 午後から会議だと思うと、気が重い。,,② I feel depressed when I think about the meeting in the afternoon.,,,,,,,,X,1831,N1単語3000_14-4,Main
3080,JLPT_Tango_N1_1831-003,重い,,taciturn,[sound:JLPT_Tango_N1_1831-003.mp3],3. 彼は口が重く、なかなか本音を言わない。,,③ He is a man of few words and rarely talks about his true feelings.,,,,,,,,X,1831,N1単語3000_14-4,Main
3081,JLPT_Tango_N1_1831-004,重い,,serious,[sound:JLPT_Tango_N1_1831-004.mp3],4. 兄が重い病気になってしまった。,,④ My older brother became seriously ill.,,,,,,,,X,1831,N1単語3000_14-4,Main
3082,JLPT_Tango_N1_1832-001,波,,wave,[sound:JLPT_Tango_N1_1832-001.mp3],1. 今日の海は波が高い。,,① The waves of today’s sea are high.,,,,,,,,X,1832,N1単語3000_14-4,Main
3083,JLPT_Tango_N1_1832-002,波,,fluctuation,[sound:JLPT_Tango_N1_1832-002.mp3],2. 私は成績に波がある。,,② My grades fluctuate.,,,,,,,,X,1832,N1単語3000_14-4,Main
3084,JLPT_Tango_N1_1832-003,波,,wave,[sound:JLPT_Tango_N1_1832-003.mp3],3. 時代の波にうまく乗る。,,③ I ride the waves of the times.,,,,,,,,X,1832,N1単語3000_14-4,Main
3085,JLPT_Tango_N1_1833-001,根,,root,[sound:JLPT_Tango_N1_1833-001.mp3],1. 土の中で野菜の根が広がる。,,① The root of the vegetable grows underground.,,,,,,,,X,1833,N1単語3000_14-4,Main
3086,JLPT_Tango_N1_1833-002,根,,root,[sound:JLPT_Tango_N1_1833-002.mp3],2. 社会の悪の根を断つ。,,② Do away witht the root cause of social injustice.,,,,,,,,X,1833,N1単語3000_14-4,Main
3087,JLPT_Tango_N1_1833-003,根,,essence,[sound:JLPT_Tango_N1_1833-003.mp3],3. 妹は根が素直だ。,,③ My younger sister is accepting at heart.,,,,,,,,X,1833,N1単語3000_14-4,Main
3088,JLPT_Tango_N1_1834-001,筋,,tendon,[sound:JLPT_Tango_N1_1834-001.mp3],1. この牛肉は筋が多い。,,① This beef is sinewy.,,,,,,,,X,1834,N1単語3000_14-4,Main
3089,JLPT_Tango_N1_1834-002,筋,,a line of,[sound:JLPT_Tango_N1_1834-002.mp3],2. 彼の話は筋が通っていない。,,② His story doesn’t make sense.,,,,,,,,X,1834,N1単語3000_14-4,Main
3090,JLPT_Tango_N1_1834-003,筋,,talent,[sound:JLPT_Tango_N1_1834-003.mp3],3. 初めてにしては、筋がいい。,,③ He’s good considering it’s his first time.,,,,,,,,X,1834,N1単語3000_14-4,Main
3091,JLPT_Tango_N1_1835-001,ポイント,,point,[sound:JLPT_Tango_N1_1835-001.mp3],1. 話のポイントを把握する。,,① I grasped the point of the story.,,,,,,,,X,1835,N1単語3000_14-4,Main
3092,JLPT_Tango_N1_1835-002,ポイント,,point,[sound:JLPT_Tango_N1_1835-002.mp3],2. また相手にポイントが入った。,,② The opponent won another point. ,,,,,,,,X,1835,N1単語3000_14-4,Main
3093,JLPT_Tango_N1_1835-003,ポイント,,location,[sound:JLPT_Tango_N1_1835-003.mp3],3. ここが登山の休憩ポイントだ。,,③ This is the resting point for the mountain climbers.,,,,,,,,X,1835,N1単語3000_14-4,Main
3094,JLPT_Tango_N1_1835-004,ポイント,,point,[sound:JLPT_Tango_N1_1835-004.mp3],4. 財布の中にポイントカードが10枚以上入っている。,,④ I have over ten point cards in my purse.,,,,,,,,X,1835,N1単語3000_14-4,Main
3095,JLPT_Tango_N1_1836-001,道,,road,[sound:JLPT_Tango_N1_1836-001.mp3],1. この道をまっすぐ行くと駅だ。,,① This road leads straight to the station.,,,,,,,,X,1836,N1単語3000_14-4,Main
3096,JLPT_Tango_N1_1836-002,道,,road,[sound:JLPT_Tango_N1_1836-002.mp3],2. 成功までの道は長かった。,,② The road to succes was long.,,,,,,,,X,1836,N1単語3000_14-4,Main
3097,JLPT_Tango_N1_1836-003,道,,road,[sound:JLPT_Tango_N1_1836-003.mp3],3. 彼は人の道を外れている。,,③ His actions are greatly immoral.,,,,,,,,X,1836,N1単語3000_14-4,Main
3098,JLPT_Tango_N1_1836-004,道,,field of study,[sound:JLPT_Tango_N1_1836-004.mp3],4. 先生はその道の大家だ。,,④ He is an expert in the field.,,,,,,,,X,1836,N1単語3000_14-4,Main
3099,JLPT_Tango_N1_1837-001,さっぱり（する）,,refreshed,[sound:JLPT_Tango_N1_1837-001.mp3],1. シャワーを浴びてさっぱりした。,,① Freshen up by taking a shower.,,,,,,,,X,1837,N1単語3000_14-4,Main
3100,JLPT_Tango_N1_1837-002,さっぱり（する）,,light,[sound:JLPT_Tango_N1_1837-002.mp3],2. 晩ごはんはさっぱりしたものが食べたい。,,② I want to eat something light for dinner.,,,,,,,,X,1837,N1単語3000_14-4,Main
3101,JLPT_Tango_N1_1837-003,さっぱり（する）,,Easy-going,[sound:JLPT_Tango_N1_1837-003.mp3],3. 彼は細かいことにこだわらない、さっぱりした性格だ。,,"③ He is easy-going, not being bothered by small things.",,,,,,,,X,1837,N1単語3000_14-4,Main
3102,JLPT_Tango_N1_1837-101,NGO　非政府組織,,Non-Governmental Organization,[sound:JLPT_Tango_N1_1837-101.mp3],,,,,,,,,,,,1837-1,N1単語3000_14-4,Supplement
3103,JLPT_Tango_N1_1837-102,NPO　非営利組織,,Non-Profit Organization,[sound:JLPT_Tango_N1_1837-102.mp3],,,,,,,,,,,,1837-2,N1単語3000_14-4,Supplement
3104,JLPT_Tango_N1_1837-103,OECD　経済協力開発機構,,Organization for Economic Cooperation and Development,[sound:JLPT_Tango_N1_1837-103.mp3],,,,,,,,,,,,1837-3,N1単語3000_14-4,Supplement
3105,JLPT_Tango_N1_1837-104,WHO　世界保健機構,,World Health Organization,[sound:JLPT_Tango_N1_1837-104.mp3],,,,,,,,,,,,1837-4,N1単語3000_14-4,Supplement
3106,JLPT_Tango_N1_1837-105,WB　世界銀行,,World Bank,[sound:JLPT_Tango_N1_1837-105.mp3],,,,,,,,,,,,1837-5,N1単語3000_14-4,Supplement
3107,JLPT_Tango_N1_1837-106,UFO　未確認飛飛行物体,,Unidentified Flying Object,[sound:JLPT_Tango_N1_1837-106.mp3],,,,,,,,,,,,1837-6,N1単語3000_14-4,Supplement
3108,JLPT_Tango_N1_1837-107,ODA　（日本の）政府開発援助,,Overseas Development Assistance,[sound:JLPT_Tango_N1_1837-107.mp3],,,,,,,,,,,,1837-7,N1単語3000_14-4,Supplement
3109,JLPT_Tango_N1_1837-108,PKO　国連平和維持活動,,Peace-Keeping Operation,[sound:JLPT_Tango_N1_1837-108.mp3],,,,,,,,,,,,1837-8,N1単語3000_14-4,Supplement
3110,JLPT_Tango_N1_1838-001,起こす,,wake up,[sound:JLPT_Tango_N1_1838-001.mp3],1. 毎朝7時に子どもを起こす。,,① Wake up the children at seven every morning.,,,,,,,,X,1838,N1単語3000_14-5,Main
3111,JLPT_Tango_N1_1838-002,起こす,,cause,[sound:JLPT_Tango_N1_1838-002.mp3],2. 知り合いが交通事故を起こした。,,② My acquaintance caused a traffic accident.,,,,,,,,X,1838,N1単語3000_14-5,Main
3112,JLPT_Tango_N1_1838-003,起こす,,become,[sound:JLPT_Tango_N1_1838-003.mp3],3. 弟もやっとやる気を起こした。,,③ My younger brother finally started to show some enthusiasm.,,,,,,,,X,1838,N1単語3000_14-5,Main
3113,JLPT_Tango_N1_1838-004,起こす,,start,[sound:JLPT_Tango_N1_1838-004.mp3],4. 社会のために行動を起こそう。,,④ Let’s act for society,,,,,,,,X,1838,N1単語3000_14-5,Main
3114,JLPT_Tango_N1_1839-001,寝かす,,put to sleep,[sound:JLPT_Tango_N1_1839-001.mp3],1. 赤ちゃんを寝かす。,,① I put the baby to sleep.,,,,,,,,X,1839,N1単語3000_14-5,Main
3115,JLPT_Tango_N1_1839-002,寝かす,,lay down,[sound:JLPT_Tango_N1_1839-002.mp3],2. ビール瓶を寝かす。,,② I lay down the beer bottle.,,,,,,,,X,1839,N1単語3000_14-5,Main
3116,JLPT_Tango_N1_1839-003,寝かす,,put aside,[sound:JLPT_Tango_N1_1839-003.mp3],3. イベントの企画をしばらく寝かす。,,③ I put the event plan aside for a while.,,,,,,,,X,1839,N1単語3000_14-5,Main
3117,JLPT_Tango_N1_1839-011,寝かせる,,1. to put to bed 2. to lay down lengthwise; to put a thing on its side  3. to set something aside unused; to let lie idle 4. to ferment; to lay down (wine),[sound:JLPT_Tango_N1_1839-011.mp3],,,,,,,,,,,,1839.1,N1単語3000_14-5,Additional
3118,JLPT_Tango_N1_1840-001,受ける,,receive,[sound:JLPT_Tango_N1_1840-001.mp3],1. 講演の後で質問を受ける。,,① I accepted questions after the lecture.,,,,,,,,X,1840,N1単語3000_14-5,Main
3119,JLPT_Tango_N1_1840-002,受ける,,receive,[sound:JLPT_Tango_N1_1840-002.mp3],2. 父に影響を受けて医者になった。,,② I became a doctor upon the influence of the father.,,,,,,,,X,1840,N1単語3000_14-5,Main
3120,JLPT_Tango_N1_1840-003,受ける,,take ,[sound:JLPT_Tango_N1_1840-003.mp3],3. 来月、入試を受ける。,,③ I will take the entrance exam next month.,,,,,,,,X,1840,N1単語3000_14-5,Main
3121,JLPT_Tango_N1_1840-004,受ける,,popular,[sound:JLPT_Tango_N1_1840-004.mp3],4. 若者の間でこの映画が受けている。,,④ The movie is popular among young people. ,,,,,,,,X,1840,N1単語3000_14-5,Main
3122,JLPT_Tango_N1_1841-001,滑る,,to ski,[sound:JLPT_Tango_N1_1841-001.mp3],1. このスキー場で滑るのは初めてだ。,,① It is my first time to ski at this ski resort.,,,,,,,,X,1841,N1単語3000_14-5,Main
3123,JLPT_Tango_N1_1841-002,滑る,,slip,[sound:JLPT_Tango_N1_1841-002.mp3],2. 雪の道で滑ってしまった。,,② I slipped on the snow-covered road.,,,,,,,,X,1841,N1単語3000_14-5,Main
3124,JLPT_Tango_N1_1841-003,滑る,,slip,[sound:JLPT_Tango_N1_1841-003.mp3],3. 手が滑って料理を落とした。,,③ My hands slipped and dropped the dish.,,,,,,,,X,1841,N1単語3000_14-5,Main
3125,JLPT_Tango_N1_1841-004,滑る,,blurt out,[sound:JLPT_Tango_N1_1841-004.mp3],4. 口が滑って本音を言ってしまった。,,④ I blurted out the truth.,,,,,,,,X,1841,N1単語3000_14-5,Main
3126,JLPT_Tango_N1_1842-001,切れる,,cut ,[sound:JLPT_Tango_N1_1842-001.mp3],1. 紙で指が切れた。,,① I cut my finger with paper.,,,,,,,,X,1842,N1単語3000_14-5,Main
3127,JLPT_Tango_N1_1842-002,切れる,,severe,[sound:JLPT_Tango_N1_1842-002.mp3],2. やっと彼との縁が切れた。,,② I will severe relations with him.,,,,,,,,X,1842,N1単語3000_14-5,Main
3128,JLPT_Tango_N1_1842-003,切れる,,out of,[sound:JLPT_Tango_N1_1842-003.mp3],3. 牛乳が切れた。買ってこなくちゃ。,,③ I’m out of milk so I need to go buy some.,,,,,,,,X,1842,N1単語3000_14-5,Main
3129,JLPT_Tango_N1_1843-001,はまる,,appropriate,[sound:JLPT_Tango_N1_1843-001.mp3],1. かれのメッセージは現代社会にはまっている。,,① His message is appropriate for today’s society.,,,,,,,,X,1843,N1単語3000_14-5,Main
3130,JLPT_Tango_N1_1843-002,はまる,,get engrossed,[sound:JLPT_Tango_N1_1843-002.mp3],2. このドラマにはまる若者が後を絶たない。,,② More and more young people are getting engrossed in this drama.,,,,,,,,X,1843,N1単語3000_14-5,Main
3131,JLPT_Tango_N1_1843-003,はまる,,caught in,[sound:JLPT_Tango_N1_1843-003.mp3],3. 詐欺師のわなにはまってしまった。,,③ I was caught in the trap set by the con man.,,,,,,,,X,1843,N1単語3000_14-5,Main
3132,JLPT_Tango_N1_1843-004,はまる,,"set, fixed",[sound:JLPT_Tango_N1_1843-004.mp3],4. 父の型にはまった考え方に賛成できない。,,④ I cannot agree with my father’s set ideas.,,,,,,,,X,1843,N1単語3000_14-5,Main
3133,JLPT_Tango_N1_1844-001,迫る,,approach,[sound:JLPT_Tango_N1_1844-001.mp3],1. レポートの締め切りが迫っている。,,① The deadline for the report is approaching.,,,,,,,,X,1844,N1単語3000_14-5,Main
3134,JLPT_Tango_N1_1844-002,迫る,,get closer,[sound:JLPT_Tango_N1_1844-002.mp3],2. バスは都会から離れ、だんだん山が迫ってきた。,,② The bus is going farther away from the city and the mountains are getting closer.,,,,,,,,X,1844,N1単語3000_14-5,Main
3135,JLPT_Tango_N1_1844-003,迫る,,urge,[sound:JLPT_Tango_N1_1844-003.mp3],3. 自治体にルールの改善を迫る。,,③ We urge for the municipality to improve the rules.,,,,,,,,X,1844,N1単語3000_14-5,Main
3136,JLPT_Tango_N1_1844-004,迫る,,press,[sound:JLPT_Tango_N1_1844-004.mp3],4. 知り合いに交際を迫られた。,,④ An acquaintance pressed me to be his date.,,,,,,,,X,1844,N1単語3000_14-5,Main
3137,JLPT_Tango_N1_1845-001,通る,,pass through,[sound:JLPT_Tango_N1_1845-001.mp3],1. 来年、ここに新しい電車が通る。,,① A new train will pass through here from next year.,,,,,,,,X,1845,N1単語3000_14-5,Main
3138,JLPT_Tango_N1_1845-002,通る,,pass by,[sound:JLPT_Tango_N1_1845-002.mp3],2. 駅前を通ってスポーツジムに行く。,,② I will go past the station to go to the gym.,,,,,,,,X,1845,N1単語3000_14-5,Main
3139,JLPT_Tango_N1_1845-003,通る,,pass by,[sound:JLPT_Tango_N1_1845-003.mp3],3. やっと試験に通った。,,③ I finally passed the test.,,,,,,,,X,1845,N1単語3000_14-5,Main
3140,JLPT_Tango_N1_1845-004,通る,,accepted,[sound:JLPT_Tango_N1_1845-004.mp3],4. 会議で自分の企画が通った。,,④ My proposal was finally accepted at the meeting.,,,,,,,,X,1845,N1単語3000_14-5,Main
3141,JLPT_Tango_N1_1846-001,飛ぶ,,fly,[sound:JLPT_Tango_N1_1846-001.mp3],1. 鳥のように空を飛びたい。,,① I want to fly like a bird.,,,,,,,,X,1846,N1単語3000_14-5,Main
3142,JLPT_Tango_N1_1846-002,飛ぶ,,fly over,[sound:JLPT_Tango_N1_1846-002.mp3],2. 社員が海外で事件に巻き込まれ、社長自ら現地に飛んだ。,,② The employee was involved in an incident overseas and the president himself flew over to the location.,,,,,,,,X,1846,N1単語3000_14-5,Main
3143,JLPT_Tango_N1_1846-003,飛ぶ,,circulate,[sound:JLPT_Tango_N1_1846-003.mp3],3. 政治家に関するデマが飛んでいる。,,③ Rumors about the politician is circulating.,,,,,,,,X,1846,N1単語3000_14-5,Main
3144,JLPT_Tango_N1_1846-004,飛ぶ,,jump,[sound:JLPT_Tango_N1_1846-004.mp3],4. あの人はよく話が飛ぶ。,,④ He always jumps topics when speaking.,,,,,,,,X,1846,N1単語3000_14-5,Main
3145,JLPT_Tango_N1_1847-001,抜く,,pull out ,[sound:JLPT_Tango_N1_1847-001.mp3],1. 庭の草を抜く。,,① Pull out the grass in the garden.,,,,,,,,X,1847,N1単語3000_14-5,Main
3146,JLPT_Tango_N1_1847-002,抜く,,pull out ,[sound:JLPT_Tango_N1_1847-002.mp3],2. 風呂の水を抜く。,,② Pull out the plug of the bathtub.,,,,,,,,X,1847,N1単語3000_14-5,Main
3147,JLPT_Tango_N1_1847-003,抜く,,go without,[sound:JLPT_Tango_N1_1847-003.mp3],3. ダイエットで晩ご飯を抜いた。,,③ I went without dinner during diet.,,,,,,,,X,1847,N1単語3000_14-5,Main
3148,JLPT_Tango_N1_1847-004,抜く,,"beat, pass by",[sound:JLPT_Tango_N1_1847-004.mp3],4. マラソンで前の選手を10人も抜いた。,,④ I beat ten runners before me during the marathon race.,,,,,,,,X,1847,N1単語3000_14-5,Main
