Sort Index,Vocab-Japan,Vocab-Furigana,Vocab-English,audio file,Sent-Japan,Sent-Furigana,Sent-English,Alternate,Vocab-Pitch,Vocab-POS,Note-Question side,Note-Answer side,Chapter,Section,Gener Sent
JLPT_Tango_N3_1264,ものすごい,ものすごい,"a great deal, very much",[sound:JLPT_Tango_N3_1264.mp3],九州で、ものすごい雨が降っているようだ。,九州[きゅうしゅう]で、ものすごい 雨[あめ]が 降[ふ]っているようだ。,They say there's a really heavy downpour in Kyushu.,物凄い,,,,A stronger expression than すごい,Ch 11 - 気持ちを伝えよう！,Sect 04 - どんな感じ？,X
JLPT_Tango_N3_1265,わざわざ,わざわざ,"all the way, purposefully",[sound:JLPT_Tango_N3_1265.mp3],わざわざお見舞いに来てくれて、ありがとう。,わざわざお 見舞[みま]いに 来[き]てくれて、ありがとう。,Thank you for coming all the way to pay me a sick visit.,態々,,,,,Ch 11 - 気持ちを伝えよう！,Sect 04 - どんな感じ？,X
JLPT_Tango_N3_1266,こっそり,こっそり,"secretly, sneakily",[sound:JLPT_Tango_N3_1266.mp3],姉のバッグをこっそり借りた。,姉[あね]のバッグをこっそり 借[か]りた。,I secretly borrowed my older sister's bag.,,,,,,Ch 11 - 気持ちを伝えよう！,Sect 04 - どんな感じ？,X
JLPT_Tango_N3_1267,ふと,ふと,"suddenly, casually",[sound:JLPT_Tango_N3_1267.mp3],昔のことを、ふと思い出した。,昔[むかし]のことを、ふと 思い出[おもいだ]した。,I suddenly remembered something from long ago.,,,,,,Ch 11 - 気持ちを伝えよう！,Sect 04 - どんな感じ？,X
JLPT_Tango_N3_1268,いったい,いったい,(why) in the world,[sound:JLPT_Tango_N3_1268.mp3],あの人は、いったい何を考えているんだろう。,あの 人[ひと]は、いったい 何[なに]を 考[かんが]えているんだろう。,What in the world is that person thinking?,一体,,,,,Ch 11 - 気持ちを伝えよう！,Sect 04 - どんな感じ？,X
JLPT_Tango_N3_1269,表現＜する＞,表現[ひょうげん]＜する＞,expression,[sound:JLPT_Tango_N3_1269.mp3],私は、気持ちをうまく表現できない。,私[わたし]は、 気持[きも]ちをうまく 表現[ひょうげん]できない。,I have trouble expressing my feelings well.,,,,,,Ch 11 - 気持ちを伝えよう！,Sect 05 - 複雑な気持ち,X
JLPT_Tango_N3_1270,あがる,あがる,"become nervous, get stage fright",[sound:JLPT_Tango_N3_1270.mp3],スピーチであがって、内容を忘れてしまった。,スピーチであがって、 内容[ないよう]を 忘[わす]れてしまった。,I got nervous and forgot the details of my speech.,,,,,,Ch 11 - 気持ちを伝えよう！,Sect 05 - 複雑な気持ち,X
JLPT_Tango_N3_1270-005,緊張する,緊張[きんちょう]する,"become nervous, get stage fright",[sound:JLPT_Tango_N3_1270-005.mp3],,,,緊張,,,,same meaning as あがる,Ch 11 - 気持ちを伝えよう！,Sect 05 - 複雑な気持ち,
JLPT_Tango_N3_1271,あせる,あせる,to be flustered,[sound:JLPT_Tango_N3_1271.mp3],あせらないで、ゆっくり話してください。,あせらないで、ゆっくり 話[はな]してください。,"Please don't rush, speak slowly.",褪せる,,,,,Ch 11 - 気持ちを伝えよう！,Sect 05 - 複雑な気持ち,X
JLPT_Tango_N3_1271-005,あせり,あせり,impatience,[sound:JLPT_Tango_N3_1271-005.mp3],,,,焦り,,,,related or similar to あせる,Ch 11 - 気持ちを伝えよう！,Sect 05 - 複雑な気持ち,
JLPT_Tango_N3_1272,そわそわ＜する＞,そわそわ＜する＞,"fidgety, restless",[sound:JLPT_Tango_N3_1272.mp3],兄は朝から、そわそわしている。,兄[あに]は 朝[あさ]から、そわそわしている。,My older brother has been restless since this morning.,,,,,,Ch 11 - 気持ちを伝えよう！,Sect 05 - 複雑な気持ち,X
JLPT_Tango_N3_1273,我慢＜する＞,我慢[がまん]＜する＞,endurance,[sound:JLPT_Tango_N3_1273.mp3],おなかがすいて、もう我慢できない。,おなかがすいて、もう 我慢[がまん]できない。,"My stomach is empty, and I can't stand it anymore.",,,,,,Ch 11 - 気持ちを伝えよう！,Sect 05 - 複雑な気持ち,X
JLPT_Tango_N3_1274,自慢＜する＞,自慢[じまん]＜する＞,boastful,[sound:JLPT_Tango_N3_1274.mp3],彼は家族のことを、よく自慢している。,彼[かれ]は 家族[かぞく]のことを、よく 自慢[じまん]している。,He often boasts about his family.,,,,,,Ch 11 - 気持ちを伝えよう！,Sect 05 - 複雑な気持ち,X
JLPT_Tango_N3_1275,関心,関心[かんしん],"concern, interest",[sound:JLPT_Tango_N3_1275.mp3],私は政治に、全然関心がない。,私[わたし]は 政治[せいじ]に、 全然[ぜんぜん] 関心[かんしん]がない。,I have no interest in politics.,,,,,There is no such verb as 関心する.,Ch 11 - 気持ちを伝えよう！,Sect 05 - 複雑な気持ち,X
JLPT_Tango_N3_1275-005,無関心＜な＞,無[む] 関心[かんしん]＜な＞,disinterest,[sound:JLPT_Tango_N3_1275-005.mp3],,,,,,,,related or similar to 関心<div>There is no such verb as 関心する.</div>,Ch 11 - 気持ちを伝えよう！,Sect 05 - 複雑な気持ち,
JLPT_Tango_N3_1276,機嫌,機嫌[きげん],"mood, spirit",[sound:JLPT_Tango_N3_1276.mp3],今日、部長は機嫌がいい。,今日[きょう]、 部長[ぶちょう]は 機嫌[きげん]がいい。,The department chief is in a good mood today.,,,,,,Ch 11 - 気持ちを伝えよう！,Sect 05 - 複雑な気持ち,X
JLPT_Tango_N3_1276-005,上機嫌,上機嫌[じょうきげん],good mood,[sound:JLPT_Tango_N3_1276-005.mp3],,,,,,,,related or similar to 機嫌,Ch 11 - 気持ちを伝えよう！,Sect 05 - 複雑な気持ち,
JLPT_Tango_N3_1276-006,不機嫌＜な＞,不[ふ] 機嫌[きげん]＜な＞,"displeasure, bad mood",[sound:JLPT_Tango_N3_1276-006.mp3],,,,,,,,related or similar to 機嫌,Ch 11 - 気持ちを伝えよう！,Sect 05 - 複雑な気持ち,
JLPT_Tango_N3_1277,平気＜な＞,平気[へいき]＜な＞,"coolness, calmness",[sound:JLPT_Tango_N3_1277.mp3],彼は平気そうな顔をしているが、本当の気持ちはわからない。,彼[かれ]は 平気[へいき]そうな 顔[かお]をしているが、 本当[ほんとう]の 気持[きも]ちはわからない。,"His expression looks unconcerned, but I can't tell how he really feels.",,,,,,Ch 11 - 気持ちを伝えよう！,Sect 05 - 複雑な気持ち,X
JLPT_Tango_N3_1278,本気＜な＞,本気[ほんき]＜な＞,seriousness,[sound:JLPT_Tango_N3_1278.mp3],その人が本気がどうか、目を見ればわかる。,その 人[ひと]が 本気[ほんき]がどうか、 目[め]を 見[み]ればわかる。,You can tell whether that person is serious or not by looking in his eyes.,,,,,,Ch 11 - 気持ちを伝えよう！,Sect 05 - 複雑な気持ち,X
JLPT_Tango_N3_1279,迷う,迷[まよ]う,to get lost,[sound:JLPT_Tango_N3_1279.mp3],映画館に行きたいが、道に迷ってしまった。,映画[えいが] 館[かん]に 行[い]きたいが、 道[みち]に 迷[まよ]ってしまった。,"I wanted to go to the movie theater, but I got lost along the way.",,,,,,Ch 11 - 気持ちを伝えよう！,Sect 05 - 複雑な気持ち,X
JLPT_Tango_N3_1280,迷い,迷[まよ]い,"being lost, hesitation",[sound:JLPT_Tango_N3_1280.mp3],留学したいと思っているが、気持ちに迷いがある。,留学[りゅうがく]したいと 思[おも]っているが、 気持[きも]ちに 迷[まよ]いがある。,"I'm thinking about going on a foreign exchange, but I'm still feeling a little hesitant.",,,,,,Ch 11 - 気持ちを伝えよう！,Sect 05 - 複雑な気持ち,X
JLPT_Tango_N3_1281,微妙な,微妙[びみょう]な,"subtle, complicated",[sound:JLPT_Tango_N3_1281.mp3],うれしいのか、さびしいのか微妙な気持ちだ。,うれしいのか、さびしいのか 微妙[びみょう]な 気持[きも]ちだ。,It's a complicated feeling while I'm not sure if I'm happy or sad.,微妙,,,,,Ch 11 - 気持ちを伝えよう！,Sect 05 - 複雑な気持ち,X
JLPT_Tango_N3_1282,魅力,魅力[みりょく],charm,[sound:JLPT_Tango_N3_1282.mp3],彼女のきれいな目に、魅力を感じた。,彼女[かのじょ]のきれいな 目[め]に、 魅力[みりょく]を 感[かん]じた。,I felt a certain charm from her lovely eyes.,,,,,,Ch 11 - 気持ちを伝えよう！,Sect 05 - 複雑な気持ち,X
JLPT_Tango_N3_1282-005,魅力的な,魅力[みりょく] 的[てき]な,charming,[sound:JLPT_Tango_N3_1282-005.mp3],,,,,,,,related or similar to 魅力,Ch 11 - 気持ちを伝えよう！,Sect 05 - 複雑な気持ち,
JLPT_Tango_N3_1283,本音,本音[ほんね],true feeling,[sound:JLPT_Tango_N3_1283.mp3],日本人は、なかなか本音を言わない。,日本人[にほんじん]は、なかなか 本音[ほんね]を 言[い]わない。,Japanese people do not easily state their true feelings.,,,,,,Ch 11 - 気持ちを伝えよう！,Sect 05 - 複雑な気持ち,X
JLPT_Tango_N3_1283-005,建て前,建て前[たてまえ],public position or attitude,[sound:JLPT_Tango_N3_1283-005.mp3],,,,,,,,opposite meaning of 本音,Ch 11 - 気持ちを伝えよう！,Sect 05 - 複雑な気持ち,
JLPT_Tango_N3_1284,ましな,ましな,better,[sound:JLPT_Tango_N3_1284.mp3],あんな人の下で働くくらいなら、辞めるほうがましだ。,あんな 人[ひと]の 下[した]で 働[はたら]くくらいなら、 辞[や]めるほうがましだ。,I would rather quit than work under someone like that.,増し,,,,,Ch 11 - 気持ちを伝えよう！,Sect 05 - 複雑な気持ち,X
JLPT_Tango_N3_1285,涙,涙[なみだ],tear,[sound:JLPT_Tango_N3_1285.mp3],家族を思い出して、ときどき涙が出る。,家族[かぞく]を 思い出[おもいだ]して、ときどき 涙[なみだ]が 出[で]る。,"When I think back about my family, sometimes I tear up.",,,,,,Ch 11 - 気持ちを伝えよう！,Sect 05 - 複雑な気持ち,X
JLPT_Tango_N3_1286,憎む,憎[にく]む,to hate,[sound:JLPT_Tango_N3_1286.mp3],彼を愛していたが、今は憎んでいる。,彼[かれ]を 愛[あい]していたが、 今[いま]は 憎[にく]んでいる。,"I used to love him, but now I hate him.",,,,,,Ch 11 - 気持ちを伝えよう！,Sect 05 - 複雑な気持ち,X
JLPT_Tango_N3_1286-005,憎い,憎[にく]い,hate,[sound:JLPT_Tango_N3_1286-005.mp3],,,,,,,,related or similar to 憎む,Ch 11 - 気持ちを伝えよう！,Sect 05 - 複雑な気持ち,
JLPT_Tango_N3_1287,カウンセリング＜する＞,カウンセリング＜する＞,counseling,[sound:JLPT_Tango_N3_1287.mp3],カウンセリングを受けると、気持ちが楽になる。,カウンセリングを 受[う]けると、 気持[きも]ちが 楽[らく]になる。,"When you receive counseling, you feel much better.",カウンセリング-counseling,,,,,Ch 11 - 気持ちを伝えよう！,Sect 05 - 複雑な気持ち,X
JLPT_Tango_N3_1287-101,頭が痛い,頭[あたま]が 痛[いた]い,Give someone a headache,[sound:JLPT_Tango_N3_1287-101.mp3],,,,痛い,,,,,Ch 11 - 気持ちを伝えよう！,Sect 06 - 慣用句,
JLPT_Tango_N3_1287-102,頭にくる,頭[あたま]にくる,Get on one's nerves,[sound:JLPT_Tango_N3_1287-102.mp3],,,,,,,,,Ch 11 - 気持ちを伝えよう！,Sect 06 - 慣用句,
JLPT_Tango_N3_1287-103,腹が立つ,腹[はら]が 立[た]つ,Make one angry,[sound:JLPT_Tango_N3_1287-103.mp3],,,,腹,,,,,Ch 11 - 気持ちを伝えよう！,Sect 06 - 慣用句,
JLPT_Tango_N3_1287-104,目にする,目[め]にする,To see,[sound:JLPT_Tango_N3_1287-104.mp3],,,,,,,,,Ch 11 - 気持ちを伝えよう！,Sect 06 - 慣用句,
JLPT_Tango_N3_1287-105,耳にする,耳[みみ]にする,To hear,[sound:JLPT_Tango_N3_1287-105.mp3],,,,,,,,,Ch 11 - 気持ちを伝えよう！,Sect 06 - 慣用句,
JLPT_Tango_N3_1287-106,鼻が高い,鼻[はな]が 高[た]い,Proud,[sound:JLPT_Tango_N3_1287-106.mp3],,,,鼻,,,,,Ch 11 - 気持ちを伝えよう！,Sect 06 - 慣用句,
JLPT_Tango_N3_1287-107,口に合う,口[くち]に 合[あ]う,To agree with one's palette,[sound:JLPT_Tango_N3_1287-107.mp3],,,,,,,,,Ch 11 - 気持ちを伝えよう！,Sect 06 - 慣用句,
JLPT_Tango_N3_1287-108,口が軽い,口[くち]が 軽[かる]い,Have a loose tongue,[sound:JLPT_Tango_N3_1287-108.mp3],,,,軽い,,,,,Ch 11 - 気持ちを伝えよう！,Sect 06 - 慣用句,
JLPT_Tango_N3_1287-109,口がかたい,口[くち]がかたい,Tight-lipped,[sound:JLPT_Tango_N3_1287-109.mp3],,,,,,,,,Ch 11 - 気持ちを伝えよう！,Sect 06 - 慣用句,
JLPT_Tango_N3_1287-110,首になる,首[くび]になる,To be fired,[sound:JLPT_Tango_N3_1287-110.mp3],,,,,,,,,Ch 11 - 気持ちを伝えよう！,Sect 06 - 慣用句,
JLPT_Tango_N3_1287-111,気にする,気[き]にする,To worry about,[sound:JLPT_Tango_N3_1287-111.mp3],,,,,,,,,Ch 11 - 気持ちを伝えよう！,Sect 06 - 慣用句,
JLPT_Tango_N3_1287-112,気になる,気[き]になる,To be curious about,[sound:JLPT_Tango_N3_1287-112.mp3],,,,,,,,,Ch 11 - 気持ちを伝えよう！,Sect 06 - 慣用句,
JLPT_Tango_N3_1287-113,愛を込めて,愛[あい]を 込[こ]めて,With love,[sound:JLPT_Tango_N3_1287-113.mp3],,,,愛,,,,,Ch 11 - 気持ちを伝えよう！,Sect 06 - 慣用句,
JLPT_Tango_N3_1287-114,感謝を込めて,感謝[かんしゃ]を 込[こ]めて,With thanks,[sound:JLPT_Tango_N3_1287-114.mp3],,,,感謝,,,,,Ch 11 - 気持ちを伝えよう！,Sect 06 - 慣用句,
JLPT_Tango_N3_1287-115,心を込めて,心[こころ]を 込[こ]めて,With all one's heart,[sound:JLPT_Tango_N3_1287-115.mp3],,,,,,,,,Ch 11 - 気持ちを伝えよう！,Sect 06 - 慣用句,
JLPT_Tango_N3_1288,模様,模様[もよう],"design, pattern,décor",[sound:JLPT_Tango_N3_1288.mp3],今年は、どんな模様の服がはやりですか。,今年[ことし]は、どんな 模様[もよう]の 服[ふく]がはやりですか。,What king of clothing designs are in style this year?,,,,,,Ch 12 - イメージを伝えよう！,Sect 01 - デザイン,X
JLPT_Tango_N3_1288-005,模様替え,模様替[もようが]え,changing the décor,[sound:JLPT_Tango_N3_1288-005.mp3],,,,替え,,,,related or similar to 模様,Ch 12 - イメージを伝えよう！,Sect 01 - デザイン,
JLPT_Tango_N3_1289,特徴,特徴[とくちょう],characteristic,[sound:JLPT_Tango_N3_1289.mp3],彼女のデザインには、特徴がある。,彼女[かのじょ]のデザインには、 特徴[とくちょう]がある。,Her designs have a certain character.,,,,,,Ch 12 - イメージを伝えよう！,Sect 01 - デザイン,X
JLPT_Tango_N3_1289-005,特長,特長[とくちょう],merit,[sound:JLPT_Tango_N3_1289-005.mp3],,,,,,,,related or similar to 特徴,Ch 12 - イメージを伝えよう！,Sect 01 - デザイン,
JLPT_Tango_N3_1290,特色,特色[とくしょく],"feature, characteristic",[sound:JLPT_Tango_N3_1290.mp3],兄はいつも特色のない服装をしている。,兄[あに]はいつも 特色[とくしょく]のない 服装[ふくそう]をしている。,My older brother always wears such plain clothing.,,,,,,Ch 12 - イメージを伝えよう！,Sect 01 - デザイン,X
JLPT_Tango_N3_1291,柄,柄[がら],"pattern, design",[sound:JLPT_Tango_N3_1291.mp3],このTシャツは１０種類の柄から選べます。,この T[ティー]シャツ[てぃーしゃつ]は１０[じゅっ] 種類[しゅるい]の 柄[がら]から 選[えら]べます。,"With this T-shirt, you can choose from 10 types of design.",,,,,,Ch 12 - イメージを伝えよう！,Sect 01 - デザイン,X
JLPT_Tango_N3_1292,花柄,花[はな] 柄[がら],flower pattern,[sound:JLPT_Tango_N3_1292.mp3],花柄のスカートがほしい。,花[はな] 柄[がら]のスカートがほしい。,I want a skirt with a flower pattern.,,,,,,Ch 12 - イメージを伝えよう！,Sect 01 - デザイン,X
JLPT_Tango_N3_1293,水玉,水玉[みずたま],polka dot,[sound:JLPT_Tango_N3_1293.mp3],この水玉のワンピースは、とてもかわいい。,この 水玉[みずたま]のワンピースは、とてもかわいい。,This polka dot one piece is really cute.,,,,,,Ch 12 - イメージを伝えよう！,Sect 01 - デザイン,X
JLPT_Tango_N3_1293-005,水玉模様,水玉[みずたま] 模様[もよう],polka dot,[sound:JLPT_Tango_N3_1293-005.mp3],,,,,,,,same meaning as 水玉,Ch 12 - イメージを伝えよう！,Sect 01 - デザイン,
JLPT_Tango_N3_1294,しま,しま,stripe,[sound:JLPT_Tango_N3_1294.mp3],しまのシャツを着ると、やせて見える。,しまのシャツを 着[き]ると、やせて 見[み]える。,Wearing a striped shirt makes you look thin.,縞,,,,,Ch 12 - イメージを伝えよう！,Sect 01 - デザイン,X
JLPT_Tango_N3_1294-005,しま模様,しま 模様[もよう],stripe,[sound:JLPT_Tango_N3_1294-005.mp3],,,,,,,,same meaning as しま,Ch 12 - イメージを伝えよう！,Sect 01 - デザイン,
JLPT_Tango_N3_1295,たて,たて,vertical,[sound:JLPT_Tango_N3_1295.mp3],たての方向に線を書いてください。,たての 方向[ほうこう]に 線[せん]を 書[か]いてください。,Please draw a line vertically.,盾,,,,,Ch 12 - イメージを伝えよう！,Sect 01 - デザイン,X
