Tango Index,Vocab-Japan,Vocab-Furigana,Vocab-English,audio file,Sent-Japan,Sent-Furigana,Sent-English,Alternate,Vocab-Pitch,Vocab-POS,Note-Question side,Note-Answer side,Chapter,Section,Gener Sent,Chap Sort,Tag
JLPT_Tango_N2_1355-202,無作法,無[む]作法[さほう],Ill-Mannered,[sound:JLPT_Tango_N2_1355-202.mp3],,,,,,,,,Ch 11 - 様子・イメージ,これも覚えよう！29 - 接辞：否定：無～（～がない）【ぶ～】,,,Remember
JLPT_Tango_N2_1355-203,不愛想,不[ふ]愛想[あいそ],Unfriendly,[sound:JLPT_Tango_N2_1355-203.mp3],,,,,,,,,Ch 11 - 様子・イメージ,これも覚えよう！29 - 接辞：否定：無～（～がない）【ぶ～】,,,Remember
JLPT_Tango_N2_1356,快適な,快適[かいてき]な,Comfortable,[sound:JLPT_Tango_N2_1356.mp3],このホテルは、とても快適だ。,このホテルは、とても快適[かいてき]だ。,This hotel is very comfortable.,快適,0,"漢, 名詞, 普通名詞, 形状詞可能, *",,,Ch 11 - 様子・イメージ,Sect 02 - いい気分,X,1,Sentence
JLPT_Tango_N2_1357,快い,快[い]い,Pleasant,[sound:JLPT_Tango_N2_1357.mp3],この音楽は快い気分にさせてくれる。,この音楽[おんがく]は快[こころよ]い気分[きぶん]にさせてくれる。,This music makes me feel good.,良い,1,"和, 形容詞, 非自立可能, *, 形容詞",,,Ch 11 - 様子・イメージ,Sect 02 - いい気分,X,2,Sentence
JLPT_Tango_N2_1358,心地よい,心地[ここち]よい,Comfortable,[sound:JLPT_Tango_N2_1358.mp3],窓から心地よい風が入ってきた。,窓[まど]から心地[ここち]よい風[かぜ]が入[はい]ってきた。,Comfortable wind blew through the window.,心地良い,4,"和, 形容詞, 一般, *, 形容詞",,,Ch 11 - 様子・イメージ,Sect 02 - いい気分,X,3,Sentence
JLPT_Tango_N2_1359,すがすがしい,すがすがしい,Refreshing,[sound:JLPT_Tango_N2_1359.mp3],試験が終わって、すがすがしい気分だ。,試験[しけん]が終[お]わって、すがすがしい気分[きぶん]だ。,I feel refreshed with the exams over.,清々しい,5,"和, 形容詞, 一般, *, 形容詞",,,Ch 11 - 様子・イメージ,Sect 02 - いい気分,X,4,Sentence
JLPT_Tango_N2_1360,リフレッシュ(する),リフレッシュ(する),Refreshed,[sound:JLPT_Tango_N2_1360.mp3],週末はテニスをして、リフレッシュする。,週末[しゅうまつ]はテニスをして、リフレッシュする。,I refresh by playing tennis over the weekend.,リフレッシュ-refresh,3,"外, 名詞, 普通名詞, サ変可能, *",,,Ch 11 - 様子・イメージ,Sect 02 - いい気分,X,5,Sentence
JLPT_Tango_N2_1361,穏やかな,穏[おだ]やかな,Calm,[sound:JLPT_Tango_N2_1361.mp3],いつも穏やかな気持ちでいたい。,いつも穏[おだ]やかな気持[きも]ちでいたい。,I always want to be calm.,穏やか,2,"和, 形状詞, 一般, *, *",,,Ch 11 - 様子・イメージ,Sect 02 - いい気分,X,6,Sentence
JLPT_Tango_N2_1362,心強い,心強[こころづよ]い,Encouraging,[sound:JLPT_Tango_N2_1362.mp3],彼がいてくれると、とても心強い。,彼[かれ]がいてくれると、とても心強[こころづよ]い。,I feel very encouraged when he is here.,,5,"和, 形容詞, 一般, *, 形容詞",,,Ch 11 - 様子・イメージ,Sect 02 - いい気分,X,7,Sentence
JLPT_Tango_N2_1363,恋しい,恋[こい]しい,"Long For, Miss",[sound:JLPT_Tango_N2_1363.mp3],さっきまで会っていたのに、彼女が恋しい。,さっきまで会[あ]っていたのに、彼女[かのじょ]が恋[こい]しい。,"I was with her just a moment ago, but I already miss her.",,3,"和, 形容詞, 一般, *, 形容詞",,,Ch 11 - 様子・イメージ,Sect 02 - いい気分,X,8,Sentence
JLPT_Tango_N2_1364,前向き,前向[まえむ]き,Positive,[sound:JLPT_Tango_N2_1364.mp3],彼はいつでも前向きに努力する。,彼[かれ]はいつでも前向[まえむ]きに努力[どりょく]する。,He is always positive and makes an effort.,,0,"和, 形状詞, 一般, *, *",,,Ch 11 - 様子・イメージ,Sect 02 - いい気分,X,9,Sentence
JLPT_Tango_N2_1364-005,ポジティブな,ポジティブな,Positive,[sound:JLPT_Tango_N2_1364-005.mp3],,,,ポジティブ-positive,1,"外, 名詞, 普通名詞, 形状詞可能, *",,Related to 前向き,Ch 11 - 様子・イメージ,Sect 02 - いい気分,,9.1,Additional
JLPT_Tango_N2_1364-006,後ろ向き,後ろ向[うしろむ]き,Negative,[sound:JLPT_Tango_N2_1364-006.mp3],,,,,0,"和, 名詞, 普通名詞, 一般, *",,Related to 前向き,Ch 11 - 様子・イメージ,Sect 02 - いい気分,,,Additional
JLPT_Tango_N2_1365,めでたい,めでたい,Happy,[sound:JLPT_Tango_N2_1365.mp3],最近、家族にめでたいことが続いている。,最近[さいきん]、家族[かぞく]にめでたいことが続[つづ]いている。,Happy things are happening one after another to my family these days.,,,,,,Ch 11 - 様子・イメージ,Sect 02 - いい気分,X,10,Sentence
JLPT_Tango_N2_1365-005,おめでとう,おめでとう,Congratulations,[sound:JLPT_Tango_N2_1365-005.mp3],,,,,,,,Related to めでたい,Ch 11 - 様子・イメージ,Sect 02 - いい気分,,10.1,Additional
JLPT_Tango_N2_1366,ラッキーな,ラッキーな,Lucky,[sound:JLPT_Tango_N2_1366.mp3],今日は何だかラッキーな日だ。,今日[きょう]は何[なん]だかラッキーな日[ひ]だ。,"For some reason, today is a lucky day.",ラッキー-lucky,1,"外, 名詞, 普通名詞, 形状詞可能, *",,,Ch 11 - 様子・イメージ,Sect 02 - いい気分,X,11,Sentence
JLPT_Tango_N2_1366-005,幸運(な),幸運[こううん](な),Luck/Lucky,[sound:JLPT_Tango_N2_1366-005.mp3],,,,,0,"漢, 名詞, 普通名詞, 形状詞可能, *",,Related to ラッキーな,Ch 11 - 様子・イメージ,Sect 02 - いい気分,,11.1,Additional
JLPT_Tango_N2_1366-006,ついてる,ついてる,Lucky,[sound:JLPT_Tango_N2_1366-006.mp3],,,,,,,,Related to ラッキーな,Ch 11 - 様子・イメージ,Sect 02 - いい気分,,11.2,Additional
JLPT_Tango_N2_1366-007,アンラッキーな,アンラッキーな,Unlucky,[sound:JLPT_Tango_N2_1366-007.mp3],,,,アンラッキー-unlucky,3,"外, 形状詞, 一般, *, *",,Related to ラッキーな,Ch 11 - 様子・イメージ,Sect 02 - いい気分,,,Additional
JLPT_Tango_N2_1367,幸福(な),幸福[こうふく](な),Happiness/Happy,[sound:JLPT_Tango_N2_1367.mp3],彼女と出会ってから、穏やかで幸福な毎日だ。,彼女[かのじょ]と出会[であ]ってから、穏[おだ]やかで幸福[こうふく]な毎日[まいにち]だ。,"Since metting her, my days have been full of happiness and joy.",,,,,,Ch 11 - 様子・イメージ,Sect 02 - いい気分,X,12,Sentence
JLPT_Tango_N2_1367-005,不幸(な),不幸[ふこう](な),Unhappiness/Sorrow,[sound:JLPT_Tango_N2_1367-005.mp3],,,,,2,"漢, 名詞, 普通名詞, 形状詞可能, *",,Related to 幸福(な),Ch 11 - 様子・イメージ,Sect 02 - いい気分,,,Additional
JLPT_Tango_N2_1368,張り切る,張り切[はりき]る,Enthusiastic,[sound:JLPT_Tango_N2_1368.mp3],彼は入社後、張り切って仕事に取り組んでいる。,彼[かれ]は入社[にゅうしゃ]後[ご]、張り切[はりき]って仕事[しごと]に取り組[とりく]んでいる。,He has been enthusiastically engaged in work since joining the company.,,3,"和, 動詞, 一般, *, 五段-ラ行",,,Ch 11 - 様子・イメージ,Sect 02 - いい気分,X,13,Sentence
JLPT_Tango_N2_1369,わくわく(する),わくわく(する),Exciting,[sound:JLPT_Tango_N2_1369.mp3],もうすぐ夏休みだ。わくわくする。,もうすぐ夏休[なつやす]みだ。わくわくする。,It's almost summer vacation and I feel so excited.,,1,"和, 副詞, *, *, *",,,Ch 11 - 様子・イメージ,Sect 02 - いい気分,X,14,Sentence
JLPT_Tango_N2_1370,そわそわ(と)(する),そわそわ(と)(する),Nervous,[sound:JLPT_Tango_N2_1370.mp3],デートの日の朝はそわそわと落ち着かない。,デートの日[ひ]の朝[あさ]はそわそわと落ち着[おちつ]かない。,I feel nervous on the morning of the date.,,1,"和, 副詞, *, *, *",,,Ch 11 - 様子・イメージ,Sect 02 - いい気分,X,15,Sentence
JLPT_Tango_N2_1371,うっとり(と)(する),うっとり(と)(する),Spellbound,[sound:JLPT_Tango_N2_1371.mp3],好きな歌手のコンサートで、うっとりした気分になる。,好[す]きな歌手[かしゅ]のコンサートで、うっとりした気分[きぶん]になる。,I'm spellbound at the concert of my favorite singer.,,3,"和, 副詞, *, *, *",,,Ch 11 - 様子・イメージ,Sect 02 - いい気分,X,16,Sentence
JLPT_Tango_N2_1372,すっと(する),すっと(する),Feel Refreshed,[sound:JLPT_Tango_N2_1372.mp3],言いたいことを全部言って、胸がすっとした。,言[い]いたいことを全部[ぜんぶ]言[い]って、胸[むね]がすっとした。,"I feel refreshed, having said everything I wanted to say.",,,,,,Ch 11 - 様子・イメージ,Sect 02 - いい気分,X,17,Sentence
JLPT_Tango_N2_1373,気分転換(する),気分[きぶん]転換[てんかん](する),Change Of Pace,[sound:JLPT_Tango_N2_1373.mp3],カラオケで気分転換して、すっきりした。,カラオケで気分[きぶん]転換[てんかん]して、すっきりした。,I feel refreshed after having a change of pace with karaoke.,,,,,,Ch 11 - 様子・イメージ,Sect 02 - いい気分,X,18,Sentence
JLPT_Tango_N2_1373-101,不可能,不可能[ふかのう],Impossible,[sound:JLPT_Tango_N2_1373-101.mp3],,,,,,,,,Ch 11 - 様子・イメージ,これも覚えよう！30 - 接辞：否定：不～（～が足りない）,,,Remember
JLPT_Tango_N2_1373-102,不自然,不自然[ふしぜん],Unnatural,[sound:JLPT_Tango_N2_1373-102.mp3],,,,,,,,,Ch 11 - 様子・イメージ,これも覚えよう！30 - 接辞：否定：不～（～が足りない）,,,Remember
JLPT_Tango_N2_1373-103,不景気,不景気[ふけいき],Bad Economy,[sound:JLPT_Tango_N2_1373-103.mp3],,,,,,,,,Ch 11 - 様子・イメージ,これも覚えよう！30 - 接辞：否定：不～（～が足りない）,,,Remember
JLPT_Tango_N2_1373-104,不公平,不[ふ]公平[こうへい],Unfair,[sound:JLPT_Tango_N2_1373-104.mp3],,,,,,,,,Ch 11 - 様子・イメージ,これも覚えよう！30 - 接辞：否定：不～（～が足りない）,,,Remember
JLPT_Tango_N2_1373-105,不必要,不[ふ]必要[ひつよう],Unnecessary,[sound:JLPT_Tango_N2_1373-105.mp3],,,,,,,,,Ch 11 - 様子・イメージ,これも覚えよう！30 - 接辞：否定：不～（～が足りない）,,,Remember
JLPT_Tango_N2_1373-106,不完全,不[ふ]完全[かんぜん],Incomplete,[sound:JLPT_Tango_N2_1373-106.mp3],,,,,,,,,Ch 11 - 様子・イメージ,これも覚えよう！30 - 接辞：否定：不～（～が足りない）,,,Remember
JLPT_Tango_N2_1373-107,不自由,不[ふ]自由[じゆう],Disabled,[sound:JLPT_Tango_N2_1373-107.mp3],,,,,,,,,Ch 11 - 様子・イメージ,これも覚えよう！30 - 接辞：否定：不～（～が足りない）,,,Remember
JLPT_Tango_N2_1373-108,不人気,不[ふ]人気[にんき],Unpopular,[sound:JLPT_Tango_N2_1373-108.mp3],,,,,,,,,Ch 11 - 様子・イメージ,これも覚えよう！30 - 接辞：否定：不～（～が足りない）,,,Remember
JLPT_Tango_N2_1373-109,不まじめ,不[ふ]まじめ,Insincere,[sound:JLPT_Tango_N2_1373-109.mp3],,,,不真面目,2,"混, 名詞, 普通名詞, 形状詞可能, *",,,Ch 11 - 様子・イメージ,これも覚えよう！30 - 接辞：否定：不～（～が足りない）,,,Remember
JLPT_Tango_N2_1373-110,不合格,不[ふ]合格[ごうかく],"Failure, Disqualification",[sound:JLPT_Tango_N2_1373-110.mp3],,,,,,,,,Ch 11 - 様子・イメージ,これも覚えよう！30 - 接辞：否定：不～（～が足りない）,,,Remember
JLPT_Tango_N2_1373-111,不安定,不[ふ]安定[あんてい],Unstable,[sound:JLPT_Tango_N2_1373-111.mp3],,,,,,,,,Ch 11 - 様子・イメージ,これも覚えよう！30 - 接辞：否定：不～（～が足りない）,,,Remember
JLPT_Tango_N2_1373-112,不透明,不[ふ]透明[とうめい],Unclear,[sound:JLPT_Tango_N2_1373-112.mp3],,,,,,,,,Ch 11 - 様子・イメージ,これも覚えよう！30 - 接辞：否定：不～（～が足りない）,,,Remember
JLPT_Tango_N2_1374,ゆううつ(な),ゆううつ(な),Depression/Feel Depressed,[sound:JLPT_Tango_N2_1374.mp3],一日中雨だと、ゆううつになる。,一[いち]日[にち]中[ちゅう]雨[あめ]だと、ゆううつになる。,I feel depressed when it rains all day.,憂鬱,0,"漢, 名詞, 普通名詞, 形状詞可能, *",,,Ch 11 - 様子・イメージ,Sect 03 - ブルーな気分,X,1,Sentence
JLPT_Tango_N2_1375,みじめな,みじめな,Miserable,[sound:JLPT_Tango_N2_1375.mp3],今のみじめな生活を早く終わらせたい。,今[いま]のみじめな生活[せいかつ]を早[はや]く終[お]わらせたい。,I want to end this miserable life as soon as possible.,惨め,1,"和, 形状詞, 一般, *, *",,,Ch 11 - 様子・イメージ,Sect 03 - ブルーな気分,X,2,Sentence
JLPT_Tango_N2_1376,つらい,つらい,"Painful, Depressing",[sound:JLPT_Tango_N2_1376.mp3],親友が病気になってしまい、とてもつらい。,親友[しんゆう]が病気[びょうき]になってしまい、とてもつらい。,My best friend became ill and I am very depressed.,辛い,"0,2","和, 形容詞, 一般, *, 形容詞",,,Ch 11 - 様子・イメージ,Sect 03 - ブルーな気分,X,3,Sentence
JLPT_Tango_N2_1377,心細い,心細[こころぼそ]い,Lonely,[sound:JLPT_Tango_N2_1377.mp3],日本へ来たばかりの頃は、とても心細かった。,日本[にっぽん]へ来[き]たばかりの頃[ころ]は、とても心細[こころぼそ]かった。,I felt very lonely when I just arrived in Japan.,,5,"和, 形容詞, 一般, *, 形容詞",,,Ch 11 - 様子・イメージ,Sect 03 - ブルーな気分,X,4,Sentence
JLPT_Tango_N2_1378,弱気(な),弱気[よわき](な),"Weakness/Hesitance, Timidness",[sound:JLPT_Tango_N2_1378.mp3],いつもは強気な彼が、今日はなぜか弱気だ。,いつもは強気[つよき]な彼[かれ]が、今日[きょう]はなぜか弱気[よわき]だ。,That aggressive man is acting timid today for some reason.,,"0,3","混, 名詞, 普通名詞, 形状詞可能, *",,,Ch 11 - 様子・イメージ,Sect 03 - ブルーな気分,X,5,Sentence
JLPT_Tango_N2_1378-005,強気(な),強気[つよき](な),"Strong/Confident, Assured",[sound:JLPT_Tango_N2_1378-005.mp3],,,,,"0,3","混, 名詞, 普通名詞, 形状詞可能, *",,Related to 弱気(な),Ch 11 - 様子・イメージ,Sect 03 - ブルーな気分,,,Additional
JLPT_Tango_N2_1379,落ち込む,落ち込[おちこ]む,Depressed,[sound:JLPT_Tango_N2_1379.mp3],彼女にふられて、落ち込んでいる。,彼女[かのじょ]にふられて、落ち込[おちこ]んでいる。,She dumped me so I'm depressed.,,"0,3","和, 動詞, 一般, *, 五段-マ行",,,Ch 11 - 様子・イメージ,Sect 03 - ブルーな気分,X,6,Sentence
JLPT_Tango_N2_1380,失望(する),失望[しつぼう](する),Disappointment,[sound:JLPT_Tango_N2_1380.mp3],友達のひきょうなやり方に心から失望した。,友達[ともだち]のひきょうなやり方[かた]に心[こころ]から失望[しつぼう]した。,I am truly disappointed with my friend's cowardly methods.,,0,"漢, 名詞, 普通名詞, サ変可能, *",,,Ch 11 - 様子・イメージ,Sect 03 - ブルーな気分,X,7,Sentence
JLPT_Tango_N2_1380-005,失望感,失望[しつぼう]感[かん],Sense Of Disappointment,[sound:JLPT_Tango_N2_1380-005.mp3],,,,,,,,Related to 失望(する),Ch 11 - 様子・イメージ,Sect 03 - ブルーな気分,,7.1,Additional
JLPT_Tango_N2_1381,絶望(する),絶望[ぜつぼう](する),No Hope,[sound:JLPT_Tango_N2_1381.mp3],何をやってもうまくいかない。人生に絶望してしまいそうだ。,何[なん]をやってもうまくいかない。人生[じんせい]に絶望[ぜつぼう]してしまいそうだ。,"Nothing goes the way I want it to, no matter what I do. I feel like giving up on life.",,0,"漢, 名詞, 普通名詞, サ変可能, *",,,Ch 11 - 様子・イメージ,Sect 03 - ブルーな気分,X,8,Sentence
JLPT_Tango_N2_1381-005,絶望的な,絶望[ぜつぼう]的[てき]な,Hopeless,[sound:JLPT_Tango_N2_1381-005.mp3],,,,,,,,Related to 絶望(する),Ch 11 - 様子・イメージ,Sect 03 - ブルーな気分,,8.1,Additional
JLPT_Tango_N2_1381-006,絶望感,絶望[ぜつぼう]感[かん],Sense Of Hopelessness,[sound:JLPT_Tango_N2_1381-006.mp3],,,,,,,,Related to 絶望(する),Ch 11 - 様子・イメージ,Sect 03 - ブルーな気分,,8.2,Additional
JLPT_Tango_N2_1382,傷つく,傷[きず]つく,Be Hurt,[sound:JLPT_Tango_N2_1382.mp3],弟は、すぐに傷つくタイプだ。,弟[おとうと]は、すぐに傷[きず]つくタイプだ。,My younger brother is easily hurt.,傷付く,3,"和, 動詞, 一般, *, 五段-カ行",,,Ch 11 - 様子・イメージ,Sect 03 - ブルーな気分,X,9,Sentence
JLPT_Tango_N2_1382-005,(～を)傷つける,(～を)傷[きず]つける,Hurt (Someone),[sound:JLPT_Tango_N2_1382-005.mp3],,,,傷付ける,4,"和, 動詞, 一般, *, 下一段-カ行",,Related to 傷つく,Ch 11 - 様子・イメージ,Sect 03 - ブルーな気分,,9.1,Additional
JLPT_Tango_N2_1383,わずらわしい,わずらわしい,A Pain,[sound:JLPT_Tango_N2_1383.mp3],ときどき、人間関係がわずらわしくなる。,ときどき、人間[にんげん]関係[かんけい]がわずらわしくなる。,Sometimes I find human relations to be a pain.,煩わしい,"5,0","和, 形容詞, 一般, *, 形容詞",,,Ch 11 - 様子・イメージ,Sect 03 - ブルーな気分,X,10,Sentence
